lat,lon,X0
-77.5,-178.5,34.191
-77.5,-177.5,34.133
-77.5,-176.5,34.192
-77.5,-175.5,34.232
-77.5,-174.5,34.185
-77.5,-173.5,34.032
-77.5,-172.5,34.205
-77.5,-171.5,34.172
-77.5,-170.5,34.153
-77.5,-169.5,34.185
-77.5,-168.5,34.143
-77.5,-167.5,34.265
-77.5,-166.5,34.13
-77.5,-165.5,34.126
-77.5,-164.5,34.074
-77.5,-163.5,34.095
-77.5,-162.5,34.058
-77.5,-161.5,33.975
-77.5,-160.5,33.964
-77.5,-159.5,34.004
-77.5,-44.5,34.477
-77.5,-43.5,34.092
-77.5,-42.5,34.323
-77.5,-41.5,34.073
-77.5,-40.5,34.121
-77.5,-39.5,33.929
-77.5,-38.5,34.236
-77.5,-37.5,34.109
-77.5,-36.5,33.925
-77.5,-35.5,34.043
-77.5,165.5,34.363
-76.5,-179.5,34.322
-76.5,-178.5,34.21
-76.5,-177.5,34.242
-76.5,-176.5,34.125
-76.5,-175.5,34.14
-76.5,-174.5,34.26
-76.5,-173.5,34.09
-76.5,-172.5,34.159
-76.5,-171.5,34.089
-76.5,-170.5,34.172
-76.5,-169.5,34.182
-76.5,-168.5,33.931
-76.5,-167.5,34.135
-76.5,-166.5,34.288
-76.5,-165.5,33.767
-76.5,-164.5,34.174
-76.5,-163.5,33.964
-76.5,-162.5,34.118
-76.5,-161.5,33.714
-76.5,-160.5,33.764
-76.5,-159.5,33.942
-76.5,-158.5,33.672
-76.5,-157.5,33.761
-76.5,-156.5,33.722
-76.5,-155.5,33.784
-76.5,-153.5,33.673
-76.5,-152.5,33.541
-76.5,-151.5,34.28
-76.5,-49.5,NA
-76.5,-48.5,NA
-76.5,-47.5,NA
-76.5,-41.5,33.988
-76.5,-40.5,34.394
-76.5,-35.5,34.12
-76.5,-34.5,34.1
-76.5,-33.5,34.04
-76.5,-32.5,34.061
-76.5,-31.5,34.168
-76.5,164.5,34.094
-76.5,165.5,33.992
-76.5,166.5,33.917
-76.5,167.5,33.947
-76.5,168.5,34.456
-76.5,169.5,34.458
-76.5,170.5,34.509
-76.5,171.5,34.506
-76.5,172.5,34.507
-76.5,173.5,34.404
-76.5,174.5,34.46
-76.5,175.5,34.389
-76.5,176.5,34.415
-76.5,177.5,34.469
-76.5,178.5,34.474
-76.5,179.5,34.336
-75.5,-179.5,34.359
-75.5,-178.5,34.124
-75.5,-177.5,34.114
-75.5,-176.5,34.144
-75.5,-175.5,34.05
-75.5,-174.5,34.186
-75.5,-173.5,34.027
-75.5,-172.5,33.841
-75.5,-171.5,34.21
-75.5,-170.5,33.992
-75.5,-169.5,34.16
-75.5,-168.5,34.132
-75.5,-167.5,33.655
-75.5,-166.5,33.538
-75.5,-165.5,33.309
-75.5,-164.5,33.393
-75.5,-163.5,33.667
-75.5,-162.5,34.021
-75.5,-161.5,33.308
-75.5,-160.5,33.665
-75.5,-159.5,33.711
-75.5,-158.5,33.619
-75.5,-157.5,33.641
-75.5,-156.5,33.551
-75.5,-155.5,NA
-75.5,-154.5,34.13
-75.5,-153.5,NA
-75.5,-152.5,34
-75.5,-151.5,33.882
-75.5,-150.5,33.524
-75.5,-149.5,33.727
-75.5,-55.5,34.249
-75.5,-54.5,34.314
-75.5,-53.5,34.352
-75.5,-50.5,NA
-75.5,-46.5,NA
-75.5,-43.5,NA
-75.5,-41.5,33.944
-75.5,-37.5,34.671
-75.5,-36.5,34.281
-75.5,-34.5,NA
-75.5,-33.5,34.038
-75.5,-32.5,NA
-75.5,-31.5,33.64
-75.5,-30.5,33.861
-75.5,-29.5,33.617
-75.5,-28.5,33.709
-75.5,-27.5,34.12
-75.5,164.5,34.297
-75.5,165.5,34.163
-75.5,166.5,33.976
-75.5,167.5,33.939
-75.5,168.5,33.993
-75.5,169.5,34.154
-75.5,170.5,34.354
-75.5,171.5,34.427
-75.5,172.5,34.353
-75.5,173.5,34.299
-75.5,174.5,34.302
-75.5,175.5,34.409
-75.5,176.5,34.309
-75.5,177.5,34.254
-75.5,178.5,34.341
-75.5,179.5,34.323
-74.5,-179.5,34.226
-74.5,-178.5,34.122
-74.5,-177.5,33.966
-74.5,-176.5,34.102
-74.5,-175.5,33.949
-74.5,-174.5,33.964
-74.5,-173.5,34.235
-74.5,-172.5,33.786
-74.5,-171.5,33.981
-74.5,-170.5,33.852
-74.5,-169.5,33.571
-74.5,-168.5,33.695
-74.5,-167.5,33.863
-74.5,-166.5,34.144
-74.5,-165.5,33.345
-74.5,-164.5,33.611
-74.5,-163.5,33.978
-74.5,-162.5,NA
-74.5,-161.5,NA
-74.5,-160.5,NA
-74.5,-159.5,33.624
-74.5,-158.5,33.403
-74.5,-157.5,33.545
-74.5,-156.5,33.652
-74.5,-151.5,33.363
-74.5,-150.5,33.603
-74.5,-148.5,33.354
-74.5,-147.5,33.465
-74.5,-146.5,33.489
-74.5,-145.5,33.565
-74.5,-144.5,33.354
-74.5,-143.5,34.07
-74.5,-142.5,34.203
-74.5,-139.5,33.902
-74.5,-138.5,33.859
-74.5,-137.5,33.826
-74.5,-108.5,33.342
-74.5,-59.5,34.47
-74.5,-58.5,NA
-74.5,-54.5,34.266
-74.5,-51.5,34.331
-74.5,-50.5,34.21
-74.5,-48.5,34.051
-74.5,-47.5,34.233
-74.5,-45.5,34.124
-74.5,-44.5,33.979
-74.5,-41.5,NA
-74.5,-40.5,33.841
-74.5,-39.5,34.086
-74.5,-38.5,33.936
-74.5,-37.5,NA
-74.5,-36.5,33.819
-74.5,-35.5,33.916
-74.5,-34.5,33.748
-74.5,-33.5,33.764
-74.5,-32.5,33.88
-74.5,-31.5,33.858
-74.5,-30.5,33.766
-74.5,-29.5,33.685
-74.5,-28.5,32.998
-74.5,-27.5,33.524
-74.5,-26.5,33.83
-74.5,-25.5,34.063
-74.5,166.5,34.277
-74.5,167.5,33.983
-74.5,168.5,34.176
-74.5,169.5,34.041
-74.5,170.5,34.123
-74.5,171.5,34.254
-74.5,172.5,34.335
-74.5,173.5,34.265
-74.5,174.5,34.321
-74.5,175.5,34.21
-74.5,176.5,34.243
-74.5,177.5,34.339
-74.5,178.5,34.381
-74.5,179.5,34.249
-73.5,-179.5,33.948
-73.5,-178.5,34.029
-73.5,-177.5,34.032
-73.5,-176.5,33.99
-73.5,-175.5,34.094
-73.5,-174.5,33.719
-73.5,-173.5,NA
-73.5,-172.5,33.886
-73.5,-171.5,33.888
-73.5,-170.5,33.835
-73.5,-169.5,NA
-73.5,-168.5,NA
-73.5,-167.5,33.761
-73.5,-166.5,NA
-73.5,-165.5,33.459
-73.5,-164.5,33.555
-73.5,-163.5,33.148
-73.5,-162.5,NA
-73.5,-161.5,NA
-73.5,-160.5,NA
-73.5,-159.5,33.994
-73.5,-158.5,33.786
-73.5,-157.5,34.01
-73.5,-156.5,34.338
-73.5,-155.5,NA
-73.5,-154.5,33.842
-73.5,-153.5,33.917
-73.5,-152.5,33.528
-73.5,-151.5,33.528
-73.5,-150.5,33.578
-73.5,-149.5,33.444
-73.5,-148.5,33.54
-73.5,-146.5,33.924
-73.5,-145.5,33.471
-73.5,-144.5,33.523
-73.5,-143.5,34.065
-73.5,-142.5,NA
-73.5,-141.5,NA
-73.5,-140.5,33.286
-73.5,-139.5,33.528
-73.5,-134.5,33.613
-73.5,-133.5,33.669
-73.5,-132.5,33.646
-73.5,-131.5,33.841
-73.5,-129.5,33.668
-73.5,-128.5,33.671
-73.5,-127.5,33.659
-73.5,-118.5,33.701
-73.5,-117.5,33.53
-73.5,-116.5,33.701
-73.5,-115.5,33.763
-73.5,-114.5,33.508
-73.5,-113.5,33.732
-73.5,-112.5,33.631
-73.5,-111.5,33.939
-73.5,-110.5,33.456
-73.5,-109.5,33.443
-73.5,-108.5,33.518
-73.5,-107.5,33.426
-73.5,-106.5,33.481
-73.5,-105.5,NA
-73.5,-104.5,33.696
-73.5,-59.5,NA
-73.5,-52.5,34.248
-73.5,-42.5,34.176
-73.5,-40.5,34.158
-73.5,-39.5,34.086
-73.5,-38.5,34.023
-73.5,-37.5,33.828
-73.5,-36.5,33.656
-73.5,-35.5,33.647
-73.5,-34.5,33.448
-73.5,-33.5,33.93
-73.5,-32.5,NA
-73.5,-31.5,33.989
-73.5,-30.5,33.886
-73.5,-29.5,33.588
-73.5,-26.5,34.129
-73.5,-25.5,33.663
-73.5,-24.5,33.784
-73.5,-23.5,33.579
-73.5,-22.5,34.101
-73.5,-21.5,33.721
-73.5,170.5,34.054
-73.5,171.5,33.984
-73.5,172.5,34.283
-73.5,173.5,34.16
-73.5,174.5,34.337
-73.5,175.5,34.392
-73.5,176.5,34.23
-73.5,177.5,34.172
-73.5,178.5,34.215
-73.5,179.5,34.154
-72.5,-179.5,33.93
-72.5,-178.5,33.961
-72.5,-177.5,33.91
-72.5,-176.5,33.916
-72.5,-175.5,33.728
-72.5,-174.5,33.797
-72.5,-173.5,33.595
-72.5,-172.5,33.823
-72.5,-171.5,33.43
-72.5,-170.5,33.556
-72.5,-169.5,33.773
-72.5,-168.5,33.723
-72.5,-167.5,33.593
-72.5,-166.5,33.292
-72.5,-165.5,33.974
-72.5,-164.5,NA
-72.5,-163.5,NA
-72.5,-162.5,33.892
-72.5,-161.5,34.01
-72.5,-160.5,33.822
-72.5,-159.5,33.861
-72.5,-158.5,33.923
-72.5,-157.5,34.097
-72.5,-156.5,34.103
-72.5,-155.5,34.084
-72.5,-154.5,34.001
-72.5,-153.5,33.902
-72.5,-152.5,33.523
-72.5,-151.5,33.415
-72.5,-150.5,33.554
-72.5,-149.5,33.51
-72.5,-148.5,33.562
-72.5,-147.5,33.498
-72.5,-146.5,33.464
-72.5,-145.5,33.538
-72.5,-144.5,33.679
-72.5,-143.5,33.839
-72.5,-142.5,33.901
-72.5,-141.5,33.894
-72.5,-140.5,33.718
-72.5,-139.5,33.701
-72.5,-138.5,33.609
-72.5,-133.5,33.917
-72.5,-131.5,33.931
-72.5,-129.5,33.724
-72.5,-128.5,33.537
-72.5,-127.5,33.333
-72.5,-126.5,33.389
-72.5,-125.5,33.334
-72.5,-124.5,33.65
-72.5,-123.5,32.483
-72.5,-122.5,33.306
-72.5,-121.5,33.382
-72.5,-120.5,33.303
-72.5,-119.5,33.316
-72.5,-118.5,33.403
-72.5,-117.5,33.375
-72.5,-116.5,33.285
-72.5,-115.5,33.265
-72.5,-114.5,33.334
-72.5,-113.5,33.771
-72.5,-112.5,33.184
-72.5,-108.5,33.292
-72.5,-107.5,33.622
-72.5,-106.5,33.591
-72.5,-105.5,33.54
-72.5,-104.5,33.514
-72.5,-85.5,33.596
-72.5,-82.5,33.664
-72.5,-81.5,33.549
-72.5,-79.5,33.138
-72.5,-42.5,33.615
-72.5,-41.5,34.29
-72.5,-39.5,NA
-72.5,-37.5,33.807
-72.5,-36.5,NA
-72.5,-35.5,NA
-72.5,-34.5,34.231
-72.5,-33.5,34.27
-72.5,-32.5,34.101
-72.5,-31.5,34.082
-72.5,-30.5,NA
-72.5,-29.5,33.887
-72.5,-28.5,33.834
-72.5,-27.5,34.053
-72.5,-26.5,34.168
-72.5,-25.5,NA
-72.5,-24.5,33.961
-72.5,-23.5,34.058
-72.5,-22.5,33.952
-72.5,-21.5,33.656
-72.5,-20.5,33.942
-72.5,-19.5,33.969
-72.5,171.5,34.276
-72.5,172.5,34.24
-72.5,173.5,34.156
-72.5,174.5,34.206
-72.5,175.5,34.234
-72.5,176.5,34.127
-72.5,177.5,34.111
-72.5,178.5,34.155
-72.5,179.5,34.054
-71.5,-179.5,34.14
-71.5,-178.5,34.034
-71.5,-177.5,33.899
-71.5,-176.5,33.948
-71.5,-175.5,34.071
-71.5,-174.5,33.544
-71.5,-173.5,33.6
-71.5,-172.5,33.811
-71.5,-171.5,NA
-71.5,-170.5,33.492
-71.5,-169.5,33.76
-71.5,-168.5,33.931
-71.5,-166.5,33.534
-71.5,-164.5,33.277
-71.5,-158.5,33.605
-71.5,-157.5,33.513
-71.5,-156.5,33.417
-71.5,-155.5,33.588
-71.5,-154.5,34.082
-71.5,-153.5,34.063
-71.5,-152.5,34.069
-71.5,-151.5,33.385
-71.5,-150.5,33.648
-71.5,-148.5,33.547
-71.5,-147.5,33.792
-71.5,-143.5,33.4
-71.5,-142.5,33.546
-71.5,-139.5,33.328
-71.5,-138.5,33.418
-71.5,-137.5,33.495
-71.5,-136.5,33.568
-71.5,-135.5,33.708
-71.5,-134.5,33.608
-71.5,-133.5,33.84
-71.5,-132.5,33.727
-71.5,-127.5,33.662
-71.5,-126.5,34.029
-71.5,-125.5,NA
-71.5,-124.5,34.016
-71.5,-123.5,NA
-71.5,-122.5,NA
-71.5,-121.5,33.548
-71.5,-119.5,33.697
-71.5,-118.5,33.481
-71.5,-117.5,33.55
-71.5,-116.5,33.107
-71.5,-115.5,33.135
-71.5,-114.5,33.191
-71.5,-113.5,33.407
-71.5,-112.5,33.457
-71.5,-111.5,33.567
-71.5,-110.5,33.212
-71.5,-109.5,33.476
-71.5,-108.5,33.135
-71.5,-107.5,32.928
-71.5,-106.5,33.374
-71.5,-105.5,33.391
-71.5,-104.5,33.109
-71.5,-103.5,33.268
-71.5,-102.5,33.406
-71.5,-101.5,33.375
-71.5,-99.5,33.56
-71.5,-95.5,33.6
-71.5,-94.5,33.844
-71.5,-92.5,33.71
-71.5,-86.5,33.831
-71.5,-85.5,33.511
-71.5,-76.5,33.184
-71.5,-53.5,34.091
-71.5,-52.5,34.128
-71.5,-51.5,34.003
-71.5,-50.5,34.039
-71.5,-49.5,33.935
-71.5,-48.5,33.838
-71.5,-43.5,33.899
-71.5,-42.5,34.36
-71.5,-40.5,33.577
-71.5,-29.5,33.979
-71.5,-27.5,33.75
-71.5,-26.5,34.013
-71.5,-25.5,33.652
-71.5,-24.5,33.976
-71.5,-23.5,33.42
-71.5,-22.5,33.953
-71.5,-21.5,33.447
-71.5,-20.5,34.23
-71.5,-19.5,33.919
-71.5,-18.5,34.028
-71.5,-17.5,33.898
-71.5,-16.5,33.919
-71.5,-15.5,34.078
-71.5,-14.5,33.753
-71.5,-13.5,33.958
-71.5,-12.5,33.78
-71.5,171.5,34.275
-71.5,172.5,34.2
-71.5,173.5,34.145
-71.5,174.5,34.069
-71.5,175.5,34.18
-71.5,176.5,34.136
-71.5,177.5,34.098
-71.5,178.5,34.127
-71.5,179.5,33.924
-70.5,-179.5,33.98
-70.5,-178.5,NA
-70.5,-177.5,33.961
-70.5,-174.5,33.716
-70.5,-173.5,33.755
-70.5,-172.5,33.98
-70.5,-171.5,NA
-70.5,-170.5,33.821
-70.5,-169.5,33.759
-70.5,-166.5,33.888
-70.5,-165.5,33.845
-70.5,-164.5,33.773
-70.5,-163.5,34.14
-70.5,-162.5,33.78
-70.5,-160.5,33.803
-70.5,-159.5,33.483
-70.5,-158.5,33.508
-70.5,-157.5,33.512
-70.5,-156.5,33.89
-70.5,-155.5,33.903
-70.5,-154.5,33.652
-70.5,-153.5,33.528
-70.5,-152.5,33.461
-70.5,-151.5,33.707
-70.5,-150.5,33.481
-70.5,-149.5,33.475
-70.5,-148.5,33.542
-70.5,-147.5,33.978
-70.5,-146.5,33.545
-70.5,-145.5,33.46
-70.5,-143.5,33.59
-70.5,-142.5,33.569
-70.5,-141.5,33.466
-70.5,-140.5,33.645
-70.5,-139.5,33.364
-70.5,-138.5,33.306
-70.5,-137.5,33.057
-70.5,-136.5,33.527
-70.5,-135.5,33.571
-70.5,-134.5,33.401
-70.5,-133.5,33.587
-70.5,-132.5,33.843
-70.5,-131.5,34.023
-70.5,-130.5,33.766
-70.5,-129.5,33.943
-70.5,-128.5,NA
-70.5,-126.5,33.925
-70.5,-125.5,33.793
-70.5,-124.5,NA
-70.5,-122.5,33.806
-70.5,-121.5,33.674
-70.5,-119.5,33.972
-70.5,-118.5,33.865
-70.5,-116.5,33.81
-70.5,-115.5,33.252
-70.5,-114.5,33.74
-70.5,-112.5,33.75
-70.5,-111.5,33.591
-70.5,-106.5,33.572
-70.5,-105.5,33.819
-70.5,-104.5,32.82
-70.5,-103.5,NA
-70.5,-102.5,33.138
-70.5,-101.5,32.888
-70.5,-100.5,32.731
-70.5,-99.5,32.848
-70.5,-98.5,33.584
-70.5,-97.5,NA
-70.5,-96.5,33.321
-70.5,-95.5,33.665
-70.5,-94.5,33.54
-70.5,-93.5,33.509
-70.5,-92.5,33.982
-70.5,-91.5,33.82
-70.5,-90.5,33.986
-70.5,-89.5,33.955
-70.5,-87.5,33.441
-70.5,-86.5,NA
-70.5,-85.5,33.644
-70.5,-84.5,32.62
-70.5,-81.5,33.51
-70.5,-80.5,33.408
-70.5,-78.5,33.126
-70.5,-77.5,33.175
-70.5,-55.5,34.194
-70.5,-53.5,34.097
-70.5,-52.5,34.109
-70.5,-51.5,NA
-70.5,-50.5,34.099
-70.5,-48.5,33.974
-70.5,-47.5,34.071
-70.5,-46.5,34.029
-70.5,-43.5,33.901
-70.5,-41.5,33.85
-70.5,-40.5,33.525
-70.5,-37.5,33.646
-70.5,-35.5,NA
-70.5,-33.5,34
-70.5,-32.5,33.525
-70.5,-31.5,33.953
-70.5,-30.5,34.262
-70.5,-29.5,NA
-70.5,-28.5,33.562
-70.5,-27.5,33.819
-70.5,-26.5,33.903
-70.5,-25.5,33.639
-70.5,-24.5,33.946
-70.5,-23.5,33.826
-70.5,-22.5,33.989
-70.5,-21.5,34.154
-70.5,-20.5,33.939
-70.5,-19.5,33.885
-70.5,-18.5,33.746
-70.5,-17.5,33.536
-70.5,-16.5,33.793
-70.5,-15.5,33.931
-70.5,-14.5,34.24
-70.5,-13.5,33.855
-70.5,-12.5,33.933
-70.5,-11.5,33.846
-70.5,-10.5,33.994
-70.5,-9.5,33.984
-70.5,-8.5,34.018
-70.5,-7.5,33.851
-70.5,-4.5,33.713
-70.5,-3.5,33.754
-70.5,-1.5,NA
-70.5,2.5,33.505
-70.5,168.5,34.221
-70.5,169.5,34.193
-70.5,170.5,34.244
-70.5,171.5,34.159
-70.5,172.5,34.05
-70.5,173.5,33.746
-70.5,174.5,33.647
-70.5,175.5,34.041
-70.5,177.5,33.603
-70.5,178.5,33.67
-70.5,179.5,33.751
-69.5,-179.5,33.766
-69.5,-178.5,34.149
-69.5,-177.5,34.099
-69.5,-176.5,34.002
-69.5,-175.5,33.874
-69.5,-174.5,33.859
-69.5,-173.5,33.826
-69.5,-172.5,33.923
-69.5,-170.5,33.764
-69.5,-169.5,33.604
-69.5,-168.5,33.702
-69.5,-166.5,34.1
-69.5,-165.5,33.584
-69.5,-164.5,33.912
-69.5,-163.5,34.135
-69.5,-160.5,33.8
-69.5,-159.5,33.91
-69.5,-158.5,NA
-69.5,-157.5,33.711
-69.5,-152.5,33.314
-69.5,-151.5,33.484
-69.5,-150.5,33.666
-69.5,-149.5,33.734
-69.5,-148.5,33.512
-69.5,-147.5,33.594
-69.5,-146.5,33.584
-69.5,-145.5,33.611
-69.5,-144.5,33.496
-69.5,-143.5,33.584
-69.5,-142.5,33.548
-69.5,-141.5,33.458
-69.5,-140.5,33.336
-69.5,-139.5,33.724
-69.5,-138.5,33.839
-69.5,-137.5,33.843
-69.5,-136.5,33.753
-69.5,-135.5,33.759
-69.5,-134.5,33.439
-69.5,-133.5,33.232
-69.5,-130.5,33.946
-69.5,-127.5,33.674
-69.5,-126.5,33.784
-69.5,-125.5,33.634
-69.5,-124.5,33.798
-69.5,-123.5,33.663
-69.5,-122.5,33.799
-69.5,-121.5,34
-69.5,-120.5,33.885
-69.5,-119.5,33.651
-69.5,-115.5,NA
-69.5,-114.5,33.74
-69.5,-113.5,NA
-69.5,-112.5,33.62
-69.5,-111.5,33.13
-69.5,-110.5,33.536
-69.5,-109.5,33.169
-69.5,-108.5,33.308
-69.5,-107.5,NA
-69.5,-106.5,33.173
-69.5,-105.5,33.345
-69.5,-104.5,33.615
-69.5,-103.5,33.499
-69.5,-102.5,33.239
-69.5,-101.5,33.5
-69.5,-100.5,33.387
-69.5,-99.5,33.146
-69.5,-98.5,33.645
-69.5,-97.5,33.796
-69.5,-96.5,33.491
-69.5,-95.5,33.676
-69.5,-94.5,33.181
-69.5,-93.5,33.053
-69.5,-92.5,33.511
-69.5,-91.5,33.378
-69.5,-90.5,33.645
-69.5,-89.5,33.327
-69.5,-88.5,33.697
-69.5,-87.5,33.557
-69.5,-86.5,33.871
-69.5,-85.5,33.755
-69.5,-84.5,33.928
-69.5,-83.5,33.864
-69.5,-82.5,33.966
-69.5,-81.5,34.062
-69.5,-80.5,33.758
-69.5,-79.5,33.221
-69.5,-78.5,33.309
-69.5,-77.5,33.6
-69.5,-76.5,33.671
-69.5,-75.5,33.555
-69.5,-74.5,33.329
-69.5,-73.5,33.585
-69.5,-59.5,34.201
-69.5,-57.5,34.09
-69.5,-56.5,34.083
-69.5,-53.5,34.258
-69.5,-48.5,34.174
-69.5,-46.5,34.077
-69.5,-44.5,NA
-69.5,-42.5,33.941
-69.5,-40.5,33.871
-69.5,-39.5,33.956
-69.5,-38.5,34.069
-69.5,-37.5,34.14
-69.5,-36.5,34.007
-69.5,-35.5,34.148
-69.5,-34.5,33.918
-69.5,-33.5,33.603
-69.5,-32.5,33.513
-69.5,-31.5,33.834
-69.5,-30.5,33.846
-69.5,-29.5,33.702
-69.5,-28.5,33.855
-69.5,-27.5,33.881
-69.5,-26.5,33.762
-69.5,-25.5,NA
-69.5,-24.5,34.016
-69.5,-23.5,33.883
-69.5,-22.5,33.738
-69.5,-21.5,33.89
-69.5,-20.5,33.637
-69.5,-19.5,33.768
-69.5,-18.5,33.54
-69.5,-17.5,33.916
-69.5,-16.5,33.752
-69.5,-15.5,34.189
-69.5,-14.5,NA
-69.5,-13.5,NA
-69.5,-12.5,33.88
-69.5,-11.5,34.198
-69.5,-10.5,34.1
-69.5,-9.5,33.711
-69.5,-8.5,33.831
-69.5,-7.5,34.049
-69.5,-6.5,33.937
-69.5,-5.5,33.806
-69.5,-4.5,33.795
-69.5,-3.5,34.215
-69.5,-2.5,33.796
-69.5,-1.5,34.203
-69.5,0.5,34.118
-69.5,1.5,33.6
-69.5,2.5,33.92
-69.5,4.5,33.882
-69.5,6.5,33.717
-69.5,7.5,33.24
-69.5,8.5,33.822
-69.5,9.5,33.955
-69.5,10.5,33.677
-69.5,11.5,33.544
-69.5,12.5,33.908
-69.5,13.5,33.805
-69.5,14.5,33.883
-69.5,15.5,33.584
-69.5,16.5,33.392
-69.5,17.5,33.695
-69.5,18.5,33.771
-69.5,20.5,33.806
-69.5,21.5,33.79
-69.5,22.5,33.442
-69.5,23.5,NA
-69.5,24.5,33.103
-69.5,25.5,33.385
-69.5,27.5,33.13
-69.5,29.5,33.86
-69.5,72.5,33.89
-69.5,73.5,33.428
-69.5,161.5,34.215
-69.5,162.5,33.894
-69.5,163.5,34.059
-69.5,164.5,33.953
-69.5,165.5,34.192
-69.5,166.5,34.201
-69.5,167.5,33.744
-69.5,168.5,33.96
-69.5,169.5,34.073
-69.5,170.5,33.956
-69.5,171.5,34.014
-69.5,172.5,33.831
-69.5,173.5,34.318
-69.5,174.5,33.774
-69.5,175.5,33.991
-69.5,176.5,33.77
-69.5,177.5,33.83
-69.5,178.5,33.637
-69.5,179.5,33.856
-68.5,-179.5,33.827
-68.5,-178.5,34.232
-68.5,-177.5,33.956
-68.5,-175.5,34.06
-68.5,-174.5,33.496
-68.5,-173.5,33.955
-68.5,-172.5,33.823
-68.5,-171.5,33.44
-68.5,-170.5,33.973
-68.5,-169.5,33.644
-68.5,-168.5,34.187
-68.5,-167.5,34.204
-68.5,-164.5,33.84
-68.5,-163.5,33.99
-68.5,-162.5,34.015
-68.5,-161.5,34.217
-68.5,-160.5,33.08
-68.5,-159.5,34.251
-68.5,-158.5,33.931
-68.5,-156.5,33.78
-68.5,-152.5,33.476
-68.5,-151.5,34.05
-68.5,-150.5,33.629
-68.5,-149.5,33.753
-68.5,-147.5,33.825
-68.5,-146.5,33.704
-68.5,-145.5,33.682
-68.5,-144.5,33.708
-68.5,-143.5,33.565
-68.5,-142.5,33.541
-68.5,-141.5,33.52
-68.5,-140.5,33.342
-68.5,-139.5,33.756
-68.5,-138.5,33.571
-68.5,-137.5,33.602
-68.5,-136.5,NA
-68.5,-135.5,33.677
-68.5,-134.5,33.872
-68.5,-133.5,33.952
-68.5,-132.5,33.734
-68.5,-130.5,33.451
-68.5,-128.5,33.684
-68.5,-127.5,33.628
-68.5,-126.5,33.813
-68.5,-125.5,33.832
-68.5,-124.5,33.656
-68.5,-123.5,33.529
-68.5,-122.5,33.73
-68.5,-121.5,33.68
-68.5,-120.5,33.944
-68.5,-119.5,33.552
-68.5,-116.5,NA
-68.5,-114.5,34.06
-68.5,-112.5,33.826
-68.5,-111.5,33.884
-68.5,-110.5,33.771
-68.5,-109.5,33.94
-68.5,-108.5,33.849
-68.5,-107.5,33.838
-68.5,-106.5,33.75
-68.5,-105.5,33.738
-68.5,-104.5,33.712
-68.5,-103.5,33.445
-68.5,-102.5,33.558
-68.5,-101.5,33.68
-68.5,-100.5,33.604
-68.5,-99.5,33.288
-68.5,-98.5,33.448
-68.5,-97.5,33.303
-68.5,-96.5,33.375
-68.5,-95.5,33.232
-68.5,-94.5,32.826
-68.5,-93.5,33.325
-68.5,-92.5,33.13
-68.5,-91.5,33.436
-68.5,-90.5,33.433
-68.5,-89.5,33.516
-68.5,-88.5,33.427
-68.5,-87.5,33.139
-68.5,-86.5,33.362
-68.5,-85.5,33.6
-68.5,-84.5,33.73
-68.5,-83.5,33.27
-68.5,-82.5,33.609
-68.5,-81.5,33.778
-68.5,-80.5,33.581
-68.5,-79.5,33.843
-68.5,-78.5,33.893
-68.5,-77.5,33.43
-68.5,-76.5,33.647
-68.5,-75.5,33.606
-68.5,-74.5,33.43
-68.5,-73.5,33.573
-68.5,-72.5,33.505
-68.5,-71.5,33.368
-68.5,-69.5,33.341
-68.5,-68.5,33.371
-68.5,-67.5,33.104
-68.5,-57.5,34.42
-68.5,-56.5,34.066
-68.5,-55.5,33.903
-68.5,-54.5,33.967
-68.5,-53.5,34.387
-68.5,-52.5,34.387
-68.5,-51.5,34.343
-68.5,-49.5,34.131
-68.5,-48.5,34.295
-68.5,-47.5,34.064
-68.5,-46.5,34.141
-68.5,-44.5,33.945
-68.5,-42.5,33.972
-68.5,-41.5,33.65
-68.5,-40.5,33.795
-68.5,-39.5,33.64
-68.5,-38.5,33.867
-68.5,-35.5,34.028
-68.5,-34.5,33.923
-68.5,-33.5,33.912
-68.5,-32.5,33.885
-68.5,-31.5,34.125
-68.5,-30.5,34.416
-68.5,-29.5,33.967
-68.5,-28.5,33.742
-68.5,-27.5,33.802
-68.5,-26.5,NA
-68.5,-25.5,33.598
-68.5,-24.5,33.658
-68.5,-23.5,33.729
-68.5,-22.5,33.43
-68.5,-21.5,33.629
-68.5,-20.5,33.927
-68.5,-19.5,33.971
-68.5,-18.5,34.078
-68.5,-17.5,33.989
-68.5,-16.5,33.69
-68.5,-15.5,33.903
-68.5,-14.5,34.201
-68.5,-13.5,34.108
-68.5,-12.5,34.017
-68.5,-11.5,34.021
-68.5,-10.5,33.867
-68.5,-9.5,34.022
-68.5,-8.5,34.229
-68.5,-7.5,34.079
-68.5,-6.5,34.08
-68.5,-5.5,33.978
-68.5,-4.5,NA
-68.5,-3.5,34.068
-68.5,-2.5,34.017
-68.5,-1.5,33.926
-68.5,-0.5,34.024
-68.5,0.5,34.138
-68.5,1.5,34.05
-68.5,2.5,34.045
-68.5,3.5,33.921
-68.5,4.5,34.041
-68.5,5.5,28.303
-68.5,6.5,34.347
-68.5,7.5,34.035
-68.5,8.5,33.992
-68.5,9.5,33.874
-68.5,10.5,34.066
-68.5,11.5,NA
-68.5,12.5,33.813
-68.5,13.5,34.152
-68.5,14.5,34.069
