"lat","lon","phVal"
-72.5,-35.5,7.83018970489502
-72.5,-34.5,7.8339524269104
-72.5,-33.5,7.83720254898071
-72.5,-32.5,7.83990812301636
-72.5,-31.5,7.84211826324463
-72.5,-30.5,7.8438606262207
-72.5,-29.5,7.84516143798828
-72.5,-28.5,7.84603500366211
-72.5,-27.5,7.84647274017334
-72.5,-26.5,7.84648275375366
-72.5,-25.5,7.84608745574951
-72.5,-24.5,7.84534883499146
-72.5,-23.5,7.84430599212646
-72.5,-22.5,7.84298944473267
-72.5,-21.5,7.84142398834229
-72.5,-20.5,7.8396315574646
-72.5,-19.5,7.83775949478149
-72.5,-18.5,7.83593845367432
-72.5,-17.5,7.8342866897583
-72.5,170.5,7.6736855506897
-72.5,171.5,7.67384815216064
-72.5,172.5,7.67452526092529
-72.5,173.5,7.67563724517822
-72.5,174.5,7.67710399627686
-72.5,175.5,7.67900991439819
-72.5,176.5,7.6813178062439
-72.5,177.5,7.68394422531128
-72.5,178.5,7.68680429458618
-72.5,179.5,7.68977642059326
-71.5,-179.5,7.6929087638855
-71.5,-178.5,7.69668674468994
-71.5,-177.5,7.70005893707275
-71.5,-176.5,7.70289468765259
-71.5,-175.5,7.70519113540649
-71.5,-174.5,7.70687389373779
-71.5,-173.5,7.70796298980713
-71.5,-172.5,7.70863723754883
-71.5,-171.5,7.70895671844482
-71.5,-170.5,7.7093186378479
-71.5,-169.5,7.71005344390869
-71.5,-168.5,7.71133804321289
-71.5,-167.5,7.71326589584351
-71.5,-166.5,7.71585893630981
-71.5,-165.5,7.71901178359985
-71.5,-164.5,7.72254705429077
-71.5,-163.5,7.7264461517334
-71.5,-162.5,7.73067235946655
-71.5,-161.5,7.73508501052856
-71.5,-160.5,7.73953104019165
-71.5,-159.5,7.74393320083618
-71.5,-158.5,7.74829006195068
-71.5,-157.5,7.75254917144775
-71.5,-156.5,7.75673818588257
-71.5,-155.5,7.76079559326172
-71.5,-154.5,7.76454830169678
-71.5,-153.5,7.76795387268066
-71.5,-152.5,7.77109432220459
-71.5,-151.5,7.77362298965454
-71.5,-150.5,7.77518224716187
-71.5,-149.5,7.77556657791138
-71.5,-148.5,7.77401256561279
-71.5,-147.5,7.77148485183716
-71.5,-146.5,7.76886081695557
-71.5,-145.5,7.76640605926514
-71.5,-144.5,7.7642183303833
-71.5,-143.5,7.76218175888062
-71.5,-142.5,7.76027345657349
-71.5,-141.5,7.75856876373291
-71.5,-140.5,7.75700235366821
-71.5,-139.5,7.75545406341553
-71.5,-138.5,7.7538890838623
-71.5,-137.5,7.7522759437561
-71.5,-136.5,7.75058937072754
-71.5,-135.5,7.74880743026733
-71.5,-134.5,7.74695777893066
-71.5,-133.5,7.74507093429565
-71.5,-132.5,7.74316835403442
-71.5,-131.5,7.74131488800049
-71.5,-130.5,7.73957824707031
-71.5,-129.5,7.73800897598267
-71.5,-128.5,7.73666000366211
-71.5,-127.5,7.73561954498291
-71.5,-126.5,7.73491764068604
-71.5,-125.5,7.73456764221191
-71.5,-124.5,7.73459053039551
-71.5,-123.5,7.73500442504883
-71.5,-122.5,7.73579597473145
-71.5,-121.5,7.73694753646851
-71.5,-120.5,7.73843336105347
-71.5,-119.5,7.74023485183716
-71.5,-118.5,7.74233961105347
-71.5,-117.5,7.74473476409912
-71.5,-116.5,7.74739694595337
-71.5,-115.5,7.75034618377686
-71.5,-114.5,7.75359010696411
-71.5,-113.5,7.75710296630859
-71.5,-112.5,7.76089668273926
-71.5,-111.5,7.76500511169434
-71.5,-110.5,7.76937913894653
-71.5,-109.5,7.77393817901611
-71.5,-108.5,7.77865695953369
-71.5,-107.5,7.78350830078125
-71.5,-106.5,7.7883563041687
-71.5,-105.5,7.7930269241333
-71.5,-104.5,7.7973518371582
-71.5,-103.5,7.80109643936157
-71.5,-102.5,7.80380773544312
-71.5,-101.5,7.80501079559326
-71.5,-100.5,7.80422830581665
-71.5,-99.5,7.80171680450439
-71.5,-98.5,7.79810905456543
-71.5,-97.5,7.79370355606079
-71.5,-96.5,7.78885746002197
-71.5,-95.5,7.78397464752197
-71.5,-94.5,7.77922964096069
-71.5,-93.5,7.77467489242554
-71.5,-92.5,7.77044010162354
-71.5,-91.5,7.76662063598633
-71.5,-90.5,7.76324367523193
-71.5,-89.5,7.76028537750244
-71.5,-88.5,7.75770282745361
-71.5,-87.5,7.75545501708984
-71.5,-86.5,7.75350856781006
-71.5,-85.5,7.75183439254761
-71.5,-84.5,7.75040864944458
-71.5,-83.5,7.74919462203979
-71.5,-82.5,7.74816083908081
-71.5,-81.5,7.74728870391846
-71.5,-80.5,7.74655866622925
-71.5,-79.5,7.74594783782959
-71.5,-78.5,7.74545001983643
-71.5,-77.5,7.74507522583008
-71.5,-76.5,7.74483203887939
-71.5,-75.5,7.74472522735596
-71.5,-59.5,7.70517683029175
-71.5,-58.5,7.70811223983765
-71.5,-57.5,7.71132040023804
-71.5,-56.5,7.71479606628418
-71.5,-55.5,7.71853017807007
-71.5,-54.5,7.72251749038696
-71.5,-53.5,7.72675609588623
-71.5,-52.5,7.73124265670776
-71.5,-51.5,7.73597288131714
-71.5,-50.5,7.74092769622803
-71.5,-49.5,7.74608469009399
-71.5,-48.5,7.75142192840576
-71.5,-47.5,7.75689935684204
-71.5,-46.5,7.76249122619629
-71.5,-45.5,7.76816129684448
-71.5,-44.5,7.77387142181396
-71.5,-43.5,7.77957916259766
-71.5,-42.5,7.7852463722229
-71.5,-41.5,7.79083442687988
-71.5,-40.5,7.79623889923096
-71.5,-39.5,7.80143070220947
-71.5,-38.5,7.80628538131714
-71.5,-37.5,7.81064367294312
-71.5,-36.5,7.8144211769104
-71.5,-35.5,7.81767845153809
-71.5,-34.5,7.8204231262207
-71.5,-33.5,7.82266712188721
-71.5,-32.5,7.82440185546875
-71.5,-31.5,7.82559490203857
-71.5,-30.5,7.82624769210815
-71.5,-29.5,7.82628870010376
-71.5,-28.5,7.82576704025269
-71.5,-27.5,7.8247218132019
-71.5,-26.5,7.82320404052734
-71.5,-25.5,7.82125425338745
-71.5,-24.5,7.81888437271118
-71.5,-23.5,7.81607627868652
-71.5,-22.5,7.812903881073
-71.5,-21.5,7.80946493148804
-71.5,-20.5,7.80577993392944
-71.5,-19.5,7.80201387405396
-71.5,-18.5,7.79834318161011
-71.5,-17.5,7.79490089416504
-71.5,-16.5,7.79182815551758
-71.5,-15.5,7.78921937942505
-71.5,-14.5,7.78715705871582
-71.5,-13.5,7.78575992584229
-71.5,-12.5,7.78516912460327
-71.5,-11.5,7.78552293777466
-71.5,-8.5,7.79357194900513
-71.5,-0.5,7.84219980239868
-71.5,69.5,7.67705011367798
-71.5,70.5,7.67563676834106
-71.5,171.5,7.66952848434448
-71.5,172.5,7.67057991027832
-71.5,173.5,7.67169809341431
-71.5,174.5,7.67301940917969
-71.5,175.5,7.67483425140381
-71.5,176.5,7.67741203308105
-71.5,177.5,7.68072128295898
-71.5,178.5,7.68459939956665
-71.5,179.5,7.68879461288452
-70.5,-179.5,7.69422006607056
-70.5,-178.5,7.6986665725708
-70.5,-177.5,7.70270109176636
-70.5,-176.5,7.70610857009888
-70.5,-175.5,7.70866441726685
-70.5,-174.5,7.70975399017334
-70.5,-173.5,7.70878028869629
-70.5,-172.5,7.70546913146973
-70.5,-171.5,7.70097589492798
-70.5,-170.5,7.69714975357056
-70.5,-169.5,7.69536876678467
-70.5,-168.5,7.69611930847168
-70.5,-167.5,7.69931745529175
-70.5,-166.5,7.70347833633423
-70.5,-165.5,7.70827102661133
-70.5,-164.5,7.71353721618652
-70.5,-163.5,7.7190899848938
-70.5,-162.5,7.72473192214966
-70.5,-161.5,7.73030853271484
-70.5,-160.5,7.7356743812561
-70.5,-159.5,7.74077367782593
-70.5,-158.5,7.74564123153687
-70.5,-157.5,7.75025320053101
-70.5,-156.5,7.75456285476685
-70.5,-155.5,7.75865793228149
-70.5,-154.5,7.76252746582031
-70.5,-153.5,7.76578140258789
-70.5,-152.5,7.76799917221069
-70.5,-151.5,7.76917219161987
-70.5,-150.5,7.76912450790405
-70.5,-149.5,7.76819801330566
-70.5,-148.5,7.76675987243652
-70.5,-147.5,7.76509094238281
-70.5,-146.5,7.76344871520996
-70.5,-145.5,7.76179075241089
-70.5,-144.5,7.76010656356812
-70.5,-143.5,7.75843477249146
-70.5,-142.5,7.75681304931641
-70.5,-141.5,7.75532197952271
-70.5,-140.5,7.75389194488525
-70.5,-139.5,7.75246047973633
-70.5,-138.5,7.75097036361694
-70.5,-137.5,7.74937391281128
-70.5,-136.5,7.74761867523193
-70.5,-135.5,7.74571800231934
-70.5,-134.5,7.74368476867676
-70.5,-133.5,7.74154710769653
-70.5,-132.5,7.73935461044312
-70.5,-131.5,7.73715162277222
-70.5,-130.5,7.73506879806519
-70.5,-129.5,7.73320055007935
-70.5,-128.5,7.73161315917969
-70.5,-127.5,7.73036479949951
-70.5,-126.5,7.72948169708252
-70.5,-125.5,7.72899007797241
-70.5,-124.5,7.72892284393311
-70.5,-123.5,7.72926473617554
-70.5,-122.5,7.72998523712158
-70.5,-121.5,7.73106956481934
-70.5,-120.5,7.73247194290161
-70.5,-119.5,7.73414850234985
-70.5,-118.5,7.73605108261108
-70.5,-117.5,7.73815155029297
-70.5,-116.5,7.74046993255615
-70.5,-115.5,7.74301433563232
-70.5,-114.5,7.74573469161987
-70.5,-113.5,7.74880218505859
-70.5,-112.5,7.75229072570801
-70.5,-111.5,7.75613069534302
-70.5,-110.5,7.76038312911987
