"lon","lat","PI_TCO2_1"
203.5,-74.5,2094.4267578125
204.5,-74.5,2093.70703125
205.5,-74.5,2092.86499023438
206.5,-74.5,2091.91943359375
207.5,-74.5,2091.05493164062
208.5,-74.5,2090.36279296875
209.5,-74.5,2089.97534179688
210.5,-74.5,2089.83837890625
211.5,-74.5,2089.69384765625
212.5,-74.5,2089.4306640625
213.5,-74.5,2089.01123046875
214.5,-74.5,2088.44067382812
215.5,-74.5,2087.79516601562
216.5,-74.5,2087.10400390625
217.5,-74.5,2086.4296875
218.5,-74.5,2085.82958984375
219.5,-74.5,2085.32543945312
220.5,-74.5,2084.9267578125
221.5,-74.5,2084.6474609375
222.5,-74.5,2084.50024414062
223.5,-74.5,2084.49755859375
224.5,-74.5,2084.6337890625
225.5,-74.5,2084.88452148438
226.5,-74.5,2085.22631835938
250.5,-74.5,2060.55419921875
251.5,-74.5,2058.5576171875
252.5,-74.5,2056.64819335938
253.5,-74.5,2054.84033203125
254.5,-74.5,2053.14770507812
255.5,-74.5,2051.58447265625
256.5,-74.5,2050.16455078125
257.5,-74.5,2048.90185546875
299.5,-74.5,2013.16772460938
300.5,-74.5,2013.75231933594
301.5,-74.5,2014.23156738281
302.5,-74.5,2014.60888671875
303.5,-74.5,2014.88623046875
304.5,-74.5,2015.06091308594
305.5,-74.5,2015.1318359375
306.5,-74.5,2015.10583496094
307.5,-74.5,2014.99194335938
308.5,-74.5,2014.79724121094
309.5,-74.5,2014.51452636719
310.5,-74.5,2014.16711425781
311.5,-74.5,2013.77575683594
312.5,-74.5,2013.36328125
313.5,-74.5,2012.92639160156
314.5,-74.5,2012.46826171875
315.5,-74.5,2012.00439453125
316.5,-74.5,2011.537109375
317.5,-74.5,2011.06481933594
318.5,-74.5,2010.61267089844
319.5,-74.5,2010.21801757812
320.5,-74.5,2009.93408203125
321.5,-74.5,2009.77038574219
322.5,-74.5,2009.73889160156
323.5,-74.5,2009.81896972656
324.5,-74.5,2009.97790527344
325.5,-74.5,2010.19189453125
326.5,-74.5,2010.44738769531
327.5,-74.5,2010.7314453125
328.5,-74.5,2011.00695800781
329.5,-74.5,2011.23461914062
330.5,-74.5,2011.37902832031
331.5,-74.5,2011.40673828125
332.5,-74.5,2011.28405761719
333.5,-74.5,2010.97668457031
334.5,-74.5,2010.45056152344
168.5,-73.5,2147.67456054688
169.5,-73.5,2156.33740234375
170.5,-73.5,2161.95434570312
171.5,-73.5,2165.0537109375
172.5,-73.5,2166.49047851562
173.5,-73.5,2166.79809570312
174.5,-73.5,2164.75537109375
175.5,-73.5,2160.86181640625
176.5,-73.5,2156.1123046875
177.5,-73.5,2151.49633789062
178.5,-73.5,2148.11645507812
179.5,-73.5,2146.86376953125
180.5,-73.5,2146.83032226562
181.5,-73.5,2146.9375
182.5,-73.5,2146.2177734375
183.5,-73.5,2144.904296875
184.5,-73.5,2143.95239257812
185.5,-73.5,2143.13525390625
186.5,-73.5,2142.13305664062
187.5,-73.5,2140.47827148438
188.5,-73.5,2137.3828125
189.5,-73.5,2132.91186523438
190.5,-73.5,2128.001953125
191.5,-73.5,2123.11791992188
192.5,-73.5,2118.712890625
193.5,-73.5,2115.35986328125
194.5,-73.5,2112.76831054688
195.5,-73.5,2110.44067382812
196.5,-73.5,2108.33618164062
197.5,-73.5,2106.39916992188
198.5,-73.5,2104.57275390625
199.5,-73.5,2102.80981445312
200.5,-73.5,2101.10986328125
201.5,-73.5,2099.466796875
202.5,-73.5,2097.87060546875
203.5,-73.5,2096.27807617188
204.5,-73.5,2094.56616210938
205.5,-73.5,2092.87036132812
206.5,-73.5,2091.36572265625
207.5,-73.5,2090.17651367188
208.5,-73.5,2089.1318359375
209.5,-73.5,2088.234375
210.5,-73.5,2087.54296875
211.5,-73.5,2087.0302734375
212.5,-73.5,2086.56518554688
213.5,-73.5,2086.09033203125
214.5,-73.5,2085.62841796875
215.5,-73.5,2085.20092773438
216.5,-73.5,2084.82763671875
217.5,-73.5,2084.49633789062
218.5,-73.5,2084.21264648438
219.5,-73.5,2083.99584960938
220.5,-73.5,2083.8642578125
221.5,-73.5,2083.83862304688
222.5,-73.5,2083.92822265625
223.5,-73.5,2084.14453125
224.5,-73.5,2084.50122070312
225.5,-73.5,2084.99462890625
226.5,-73.5,2085.599609375
227.5,-73.5,2086.29296875
228.5,-73.5,2087.05126953125
229.5,-73.5,2087.84448242188
230.5,-73.5,2088.61572265625
231.5,-73.5,2089.31103515625
232.5,-73.5,2089.88500976562
235.5,-73.5,2089.93627929688
236.5,-73.5,2089.44384765625
237.5,-73.5,2088.703125
238.5,-73.5,2087.71362304688
239.5,-73.5,2086.4736328125
240.5,-73.5,2084.98876953125
241.5,-73.5,2083.294921875
242.5,-73.5,2081.4228515625
243.5,-73.5,2079.40234375
244.5,-73.5,2077.26586914062
245.5,-73.5,2075.04931640625
246.5,-73.5,2072.78784179688
247.5,-73.5,2070.51684570312
248.5,-73.5,2068.26953125
249.5,-73.5,2066.06494140625
250.5,-73.5,2063.92431640625
251.5,-73.5,2061.86938476562
252.5,-73.5,2059.91479492188
253.5,-73.5,2058.06909179688
254.5,-73.5,2056.34252929688
255.5,-73.5,2054.76293945312
256.5,-73.5,2053.35473632812
277.5,-73.5,2088.892578125
278.5,-73.5,2088.63427734375
300.5,-73.5,2021.49645996094
301.5,-73.5,2022.11535644531
302.5,-73.5,2022.60339355469
303.5,-73.5,2022.96240234375
304.5,-73.5,2023.19299316406
305.5,-73.5,2023.27978515625
306.5,-73.5,2023.21423339844
307.5,-73.5,2023.0400390625
308.5,-73.5,2022.78100585938
309.5,-73.5,2022.42858886719
310.5,-73.5,2022.00622558594
311.5,-73.5,2021.54663085938
312.5,-73.5,2021.06213378906
313.5,-73.5,2020.5576171875
314.5,-73.5,2020.04663085938
315.5,-73.5,2019.55419921875
316.5,-73.5,2019.13403320312
317.5,-73.5,2018.83288574219
318.5,-73.5,2018.69873046875
319.5,-73.5,2018.75939941406
320.5,-73.5,2019.0068359375
321.5,-73.5,2019.43273925781
322.5,-73.5,2020.03637695312
323.5,-73.5,2020.80310058594
324.5,-73.5,2021.70190429688
325.5,-73.5,2022.70654296875
326.5,-73.5,2023.79711914062
327.5,-73.5,2024.95422363281
328.5,-73.5,2026.10498046875
329.5,-73.5,2027.15478515625
330.5,-73.5,2028.08666992188
331.5,-73.5,2028.88269042969
332.5,-73.5,2029.51110839844
333.5,-73.5,2029.93835449219
334.5,-73.5,2030.15771484375
335.5,-73.5,2030.16345214844
336.5,-73.5,2029.94787597656
337.5,-73.5,2029.50268554688
338.5,-73.5,2028.81896972656
170.5,-72.5,2169.99584960938
171.5,-72.5,2172.18115234375
172.5,-72.5,2172.85620117188
173.5,-72.5,2172.29760742188
174.5,-72.5,2170.71044921875
175.5,-72.5,2167.81201171875
176.5,-72.5,2163.939453125
177.5,-72.5,2159.55493164062
178.5,-72.5,2155.12841796875
179.5,-72.5,2151.29614257812
180.5,-72.5,2148.84375
181.5,-72.5,2146.99780273438
182.5,-72.5,2145.01000976562
183.5,-72.5,2142.73168945312
184.5,-72.5,2140.73168945312
185.5,-72.5,2139.0322265625
186.5,-72.5,2137.30224609375
187.5,-72.5,2135.158203125
188.5,-72.5,2132.35009765625
189.5,-72.5,2129.21118164062
190.5,-72.5,2126.1552734375
191.5,-72.5,2123.55639648438
192.5,-72.5,2121.58325195312
193.5,-72.5,2119.8349609375
194.5,-72.5,2117.90405273438
195.5,-72.5,2115.90551757812
196.5,-72.5,2113.84643554688
197.5,-72.5,2111.70361328125
198.5,-72.5,2109.515625
199.5,-72.5,2107.30615234375
200.5,-72.5,2105.09814453125
201.5,-72.5,2102.89721679688
202.5,-72.5,2100.68994140625
203.5,-72.5,2098.45581054688
204.5,-72.5,2096.21801757812
205.5,-72.5,2094.12670898438
206.5,-72.5,2092.17553710938
207.5,-72.5,2090.39477539062
208.5,-72.5,2088.87963867188
209.5,-72.5,2087.69506835938
210.5,-72.5,2086.76416015625
211.5,-72.5,2086.06689453125
212.5,-72.5,2085.41845703125
213.5,-72.5,2084.85888671875
214.5,-72.5,2084.423828125
215.5,-72.5,2084.07934570312
216.5,-72.5,2083.81079101562
217.5,-72.5,2083.5986328125
218.5,-72.5,2083.44482421875
219.5,-72.5,2083.3642578125
220.5,-72.5,2083.36279296875
221.5,-72.5,2083.46557617188
222.5,-72.5,2083.70190429688
223.5,-72.5,2084.09692382812
224.5,-72.5,2084.66088867188
225.5,-72.5,2085.37475585938
226.5,-72.5,2086.21459960938
227.5,-72.5,2087.15771484375
228.5,-72.5,2088.1904296875
229.5,-72.5,2089.27026367188
230.5,-72.5,2090.32885742188
231.5,-72.5,2091.29711914062
232.5,-72.5,2092.10791015625
233.5,-72.5,2092.67797851562
234.5,-72.5,2092.95581054688
235.5,-72.5,2092.93334960938
236.5,-72.5,2092.60815429688
237.5,-72.5,2091.9833984375
238.5,-72.5,2091.05737304688
239.5,-72.5,2089.85693359375
240.5,-72.5,2088.4091796875
241.5,-72.5,2086.74487304688
242.5,-72.5,2084.89916992188
243.5,-72.5,2082.90454101562
244.5,-72.5,2080.79541015625
245.5,-72.5,2078.609375
246.5,-72.5,2076.38256835938
247.5,-72.5,2074.1396484375
248.5,-72.5,2071.89990234375
249.5,-72.5,2069.67407226562
250.5,-72.5,2067.49438476562
251.5,-72.5,2065.39990234375
252.5,-72.5,2063.404296875
253.5,-72.5,2061.5185546875
254.5,-72.5,2059.75317382812
255.5,-72.5,2058.14501953125
256.5,-72.5,2056.83813476562
265.5,-72.5,2075.67797851562
266.5,-72.5,2078.58959960938
267.5,-72.5,2081.28051757812
268.5,-72.5,2083.70849609375
269.5,-72.5,2085.83276367188
270.5,-72.5,2087.61669921875
271.5,-72.5,2089.0576171875
272.5,-72.5,2090.17529296875
273.5,-72.5,2090.990234375
274.5,-72.5,2091.52294921875
275.5,-72.5,2091.79638671875
276.5,-72.5,2091.85205078125
277.5,-72.5,2091.7138671875
278.5,-72.5,2091.40454101562
279.5,-72.5,2090.94946289062
280.5,-72.5,2090.37255859375
283.5,-72.5,2088.14111328125
284.5,-72.5,2087.31665039062
285.5,-72.5,2086.482421875
286.5,-72.5,2085.6552734375
300.5,-72.5,2030.10046386719
301.5,-72.5,2030.96887207031
302.5,-72.5,2031.64782714844
303.5,-72.5,2032.14135742188
304.5,-72.5,2032.44030761719
305.5,-72.5,2032.43542480469
306.5,-72.5,2032.1953125
307.5,-72.5,2031.83740234375
308.5,-72.5,2031.38586425781
309.5,-72.5,2030.84375
310.5,-72.5,2030.22216796875
311.5,-72.5,2029.54211425781
312.5,-72.5,2028.85205078125
313.5,-72.5,2028.20690917969
314.5,-72.5,2027.64392089844
315.5,-72.5,2027.21215820312
316.5,-72.5,2026.9677734375
317.5,-72.5,2026.99548339844
318.5,-72.5,2027.31823730469
319.5,-72.5,2027.93957519531
320.5,-72.5,2028.84594726562
321.5,-72.5,2030.013671875
322.5,-72.5,2031.41955566406
323.5,-72.5,2033.025390625
324.5,-72.5,2034.80310058594
325.5,-72.5,2036.71484375
326.5,-72.5,2038.73999023438
327.5,-72.5,2040.82287597656
328.5,-72.5,2042.8876953125
329.5,-72.5,2044.88977050781
330.5,-72.5,2046.78198242188
331.5,-72.5,2048.52172851562
332.5,-72.5,2050.068359375
333.5,-72.5,2051.3994140625
334.5,-72.5,2052.51928710938
335.5,-72.5,2053.48291015625
336.5,-72.5,2054.32055664062
337.5,-72.5,2055.05541992188
338.5,-72.5,2055.71337890625
339.5,-72.5,2056.30883789062
340.5,-72.5,2056.91088867188
341.5,-72.5,2057.58520507812
342.5,-72.5,2058.39184570312
69.5,-71.5,2012.32836914062
70.5,-71.5,2010.82263183594
171.5,-71.5,2170.7412109375
172.5,-71.5,2170.71484375
173.5,-71.5,2170.1640625
174.5,-71.5,2168.96728515625
175.5,-71.5,2166.91625976562
176.5,-71.5,2163.7685546875
177.5,-71.5,2159.69799804688
178.5,-71.5,2155.072265625
179.5,-71.5,2150.2119140625
180.5,-71.5,2145.55639648438
181.5,-71.5,2141.57006835938
182.5,-71.5,2137.9287109375
183.5,-71.5,2134.24780273438
184.5,-71.5,2130.90087890625
185.5,-71.5,2128.42724609375
186.5,-71.5,2126.86572265625
187.5,-71.5,2125.71044921875
188.5,-71.5,2124.9521484375
189.5,-71.5,2124.52172851562
190.5,-71.5,2124.34106445312
191.5,-71.5,2124.24389648438
192.5,-71.5,2123.953125
193.5,-71.5,2123.21728515625
194.5,-71.5,2121.8720703125
195.5,-71.5,2120.13549804688
196.5,-71.5,2118.12231445312
197.5,-71.5,2115.912109375
198.5,-71.5,2113.56958007812
199.5,-71.5,2111.134765625
200.5,-71.5,2108.65234375
201.5,-71.5,2106.14892578125
202.5,-71.5,2103.62182617188
203.5,-71.5,2101.05981445312
204.5,-71.5,2098.51049804688
205.5,-71.5,2096.052734375
206.5,-71.5,2093.77172851562
207.5,-71.5,2091.77514648438
208.5,-71.5,2090.03076171875
209.5,-71.5,2088.48071289062
210.5,-71.5,2086.98974609375
211.5,-71.5,2085.99926757812
212.5,-71.5,2085.40185546875
213.5,-71.5,2084.96997070312
214.5,-71.5,2084.60473632812
215.5,-71.5,2084.294921875
216.5,-71.5,2084.04150390625
217.5,-71.5,2083.83227539062
218.5,-71.5,2083.65405273438
219.5,-71.5,2083.53271484375
220.5,-71.5,2083.51293945312
221.5,-71.5,2083.62548828125
222.5,-71.5,2083.90014648438
223.5,-71.5,2084.37280273438
224.5,-71.5,2085.05444335938
225.5,-71.5,2085.92529296875
226.5,-71.5,2086.9716796875
227.5,-71.5,2088.18188476562
228.5,-71.5,2089.5078125
229.5,-71.5,2090.88159179688
230.5,-71.5,2092.24487304688
231.5,-71.5,2093.53271484375
232.5,-71.5,2094.60864257812
233.5,-71.5,2095.42626953125
234.5,-71.5,2095.96215820312
235.5,-71.5,2096.1630859375
236.5,-71.5,2095.98266601562
237.5,-71.5,2095.43310546875
238.5,-71.5,2094.54443359375
239.5,-71.5,2093.35424804688
240.5,-71.5,2091.89819335938
241.5,-71.5,2090.234375
242.5,-71.5,2088.40747070312
243.5,-71.5,2086.46997070312
244.5,-71.5,2084.4521484375
245.5,-71.5,2082.37475585938
246.5,-71.5,2080.25610351562
247.5,-71.5,2078.11743164062
248.5,-71.5,2075.94995117188
249.5,-71.5,2073.77709960938
250.5,-71.5,2071.63256835938
251.5,-71.5,2069.52392578125
252.5,-71.5,2067.45068359375
253.5,-71.5,2065.46313476562
254.5,-71.5,2063.62890625
255.5,-71.5,2062.01220703125
256.5,-71.5,2060.734375
257.5,-71.5,2060.07666015625
258.5,-71.5,2060.31860351562
259.5,-71.5,2061.73999023438
260.5,-71.5,2064.0927734375
261.5,-71.5,2066.94262695312
262.5,-71.5,2070.12939453125
263.5,-71.5,2073.46508789062
264.5,-71.5,2076.72509765625
265.5,-71.5,2079.7998046875
266.5,-71.5,2082.6630859375
267.5,-71.5,2085.25659179688
268.5,-71.5,2087.529296875
269.5,-71.5,2089.447265625
270.5,-71.5,2091.02734375
271.5,-71.5,2092.29443359375
272.5,-71.5,2093.26953125
273.5,-71.5,2093.97412109375
274.5,-71.5,2094.42749023438
275.5,-71.5,2094.64599609375
276.5,-71.5,2094.65356445312
277.5,-71.5,2094.4765625
278.5,-71.5,2094.1357421875
279.5,-71.5,2093.658203125
280.5,-71.5,2093.07055664062
281.5,-71.5,2092.39575195312
282.5,-71.5,2091.64868164062
283.5,-71.5,2090.84448242188
284.5,-71.5,2089.99584960938
300.5,-71.5,2039.39416503906
301.5,-71.5,2041.05163574219
302.5,-71.5,2042.20361328125
303.5,-71.5,2042.90014648438
304.5,-71.5,2043.1845703125
305.5,-71.5,2043.09887695312
306.5,-71.5,2042.654296875
307.5,-71.5,2041.884765625
308.5,-71.5,2040.82922363281
309.5,-71.5,2039.68811035156
310.5,-71.5,2038.53552246094
311.5,-71.5,2037.40881347656
312.5,-71.5,2036.38110351562
313.5,-71.5,2035.48217773438
314.5,-71.5,2034.84008789062
315.5,-71.5,2034.55236816406
316.5,-71.5,2034.67016601562
317.5,-71.5,2035.28881835938
318.5,-71.5,2036.40698242188
319.5,-71.5,2037.89074707031
320.5,-71.5,2039.68212890625
321.5,-71.5,2041.77172851562
322.5,-71.5,2044.17651367188
323.5,-71.5,2046.87316894531
324.5,-71.5,2049.73217773438
325.5,-71.5,2052.7021484375
326.5,-71.5,2055.74389648438
327.5,-71.5,2058.82006835938
328.5,-71.5,2061.86669921875
329.5,-71.5,2064.83959960938
330.5,-71.5,2067.62475585938
331.5,-71.5,2070.25512695312
332.5,-71.5,2072.75610351562
333.5,-71.5,2075.15869140625
334.5,-71.5,2077.48388671875
335.5,-71.5,2079.7548828125
336.5,-71.5,2081.97387695312
337.5,-71.5,2084.18627929688
338.5,-71.5,2086.453125
339.5,-71.5,2088.828125
340.5,-71.5,2091.36401367188
341.5,-71.5,2094.0234375
342.5,-71.5,2096.77270507812
343.5,-71.5,2099.60107421875
344.5,-71.5,2102.74145507812
345.5,-71.5,2106.330078125
346.5,-71.5,2110.19189453125
347.5,-71.5,2114.11328125
348.5,-71.5,2117.88354492188
351.5,-71.5,2125.6318359375
359.5,-71.5,2097.84912109375
20.5,-70.5,2156.17529296875
21.5,-70.5,2152.32543945312
22.5,-70.5,2146.7109375
23.5,-70.5,2139.37231445312
24.5,-70.5,2130.27124023438
25.5,-70.5,2119.65942382812
26.5,-70.5,2107.97802734375
27.5,-70.5,2095.39013671875
28.5,-70.5,2082.19116210938
69.5,-70.5,2028.10949707031
70.5,-70.5,2026.62512207031
71.5,-70.5,2025.26635742188
161.5,-70.5,2154.8251953125
163.5,-70.5,2158.10864257812
164.5,-70.5,2159.615234375
165.5,-70.5,2160.7958984375
166.5,-70.5,2161.6123046875
167.5,-70.5,2162.03295898438
168.5,-70.5,2162.08081054688
169.5,-70.5,2161.96484375
170.5,-70.5,2161.80688476562
171.5,-70.5,2161.64575195312
172.5,-70.5,2161.56225585938
173.5,-70.5,2161.32202148438
174.5,-70.5,2160.73583984375
175.5,-70.5,2159.48291015625
176.5,-70.5,2157.28784179688
177.5,-70.5,2153.916015625
178.5,-70.5,2149.48266601562
179.5,-70.5,2144.43017578125
180.5,-70.5,2139.11840820312
181.5,-70.5,2133.74780273438
182.5,-70.5,2128.54663085938
183.5,-70.5,2123.63818359375
184.5,-70.5,2119.14111328125
185.5,-70.5,2115.91235351562
186.5,-70.5,2114.94140625
187.5,-70.5,2116.70874023438
188.5,-70.5,2120.10595703125
189.5,-70.5,2123.5654296875
190.5,-70.5,2126.2041015625
191.5,-70.5,2127.69116210938
192.5,-70.5,2127.88256835938
193.5,-70.5,2127.18041992188
194.5,-70.5,2125.79077148438
195.5,-70.5,2123.8681640625
196.5,-70.5,2121.62329101562
197.5,-70.5,2119.24047851562
198.5,-70.5,2116.77294921875
199.5,-70.5,2114.26708984375
200.5,-70.5,2111.73950195312
201.5,-70.5,2109.18481445312
202.5,-70.5,2106.59106445312
203.5,-70.5,2103.9482421875
204.5,-70.5,2101.23217773438
205.5,-70.5,2098.47631835938
206.5,-70.5,2095.82690429688
207.5,-70.5,2093.46044921875
208.5,-70.5,2091.427734375
209.5,-70.5,2089.89428710938
210.5,-70.5,2088.810546875
211.5,-70.5,2088.02319335938
212.5,-70.5,2087.41577148438
213.5,-70.5,2086.88037109375
214.5,-70.5,2086.41186523438
215.5,-70.5,2085.99877929688
216.5,-70.5,2085.61401367188
217.5,-70.5,2085.24829101562
218.5,-70.5,2084.90795898438
219.5,-70.5,2084.62670898438
220.5,-70.5,2084.44213867188
221.5,-70.5,2084.39892578125
222.5,-70.5,2084.55883789062
223.5,-70.5,2084.97436523438
224.5,-70.5,2085.65161132812
225.5,-70.5,2086.59057617188
226.5,-70.5,2087.77856445312
227.5,-70.5,2089.19458007812
228.5,-70.5,2090.82446289062
229.5,-70.5,2092.56103515625
230.5,-70.5,2094.30517578125
