Lon,Lat,ID,Source,Calcite,U238,U238sig,Age,U234delta,Basin,Genus,Place,Location,Site,LabID,Temp,Salinity,pH,TAlk,TCO2,OmegaA,oxygen
146.433675,-18.812597,2925,99,NA,3.1434,0.0023,0.0398459127300369,144.420948951392,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2926,99,NA,3.1976,0.0014,0.0235901557074331,145.119977493981,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2927,99,NA,3.1133,0.0016,0.0369257902167116,144.820368513647,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2928,99,NA,3.2295,0.0016,0.0264735963390643,144.820396477675,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2929,99,NA,2.9378,0.0017,0.0197206638758217,145.818983056925,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2930,99,NA,2.9336,0.0015,0.0191438601764022,145.020167304661,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2931,99,NA,3.3822,0.0014,0.0265328056160008,144.32115311682,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2932,99,NA,2.9511,0.0015,0.0449664318743055,144.620598889126,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2933,99,NA,3.2718,0.0015,0.0242706479656841,144.021577738494,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
146.433675,-18.812597,2934,99,NA,2.9315,0.002,0.0244475245723639,144.221315544097,Pacific,Acropora,"Great Barrier Reef,Pandora Reef",Great Barrier Reef,Pandora Reef,25,26.6399962694983,35.12669658682954,8.10949207096954,2264.5903349995256,1927.5705388656354,3.759198577638995,207.4658631193654
