"","X","Lon","Lat","ID","Source","Temperature","Salinity","pH","Calcite","U238","U238sig","Age","U234delta","Basin","Genus","Place","Location","Site","LabID","OmegaA","TAlk","TCO2","PI_TCO2","oxygen"
"11",11,147.668573,-6.176624,172,6,28.7353333333333,34.4373333333333,8.10888544718425,0,3.278,"0.003",23.6782193535663,139.562612657524,"Pacific","Acropora","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"12",12,147.668573,-6.176624,173,6,28.7353333333333,34.4373333333333,8.10888544718425,0,3.275,"0.003",23.7117782137242,138.08113406811,"Pacific","Acropora","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"13",13,147.624576,-6.107493,179,6,28.7353333333333,34.4373333333333,8.10888544718425,1,3.479,"0.006",28.6477142129652,145.431104740749,"Pacific",NA,"Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"14",14,147.624576,-6.107493,180,6,28.7353333333333,34.4373333333333,8.10888544718425,1,3.146,"0.004",28.7351980450348,137.778539434651,"Pacific",NA,"Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"15",15,147.624576,-6.107493,181,6,28.7353333333333,34.4373333333333,8.10888544718425,0,3.462,"0.004",28.3903337510233,140.67363799284,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"16",16,147.668573,-6.176624,182,6,28.7353333333333,34.4373333333333,8.10888544718425,0,2.99,"0.003",36.8574953189518,139.311175406903,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"17",17,147.668573,-6.176624,183,6,28.7353333333333,34.4373333333333,8.10888544718425,0,2.527,"0.013",36.8912501505218,137.662300041656,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"18",18,147.675305,-6.213501,184,6,28.7353333333333,34.4373333333333,8.10888544718425,0,2.321,"0.003",48.6789774870285,137.049149177882,"Pacific","Favia","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"19",19,147.675305,-6.213501,185,6,28.7353333333333,34.4373333333333,8.10888544718425,0,3.823,"0.004",48.8712124578491,145.83465146075,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"20",20,147.624576,-6.107493,187,6,28.7353333333333,34.4373333333333,8.10888544718425,0,2.943,"0.004",46.5127255344256,134.278254996246,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"21",21,147.624576,-6.107493,188,6,28.7353333333333,34.4373333333333,8.10888544718425,0,2.902,"0.003",46.7550014866282,135.167659737709,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"22",22,147.624576,-6.107493,189,6,28.7353333333333,34.4373333333333,8.10888544718425,0,3.623,"0.004",47.287249351091,131.719355748179,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"23",23,147.624576,-6.107493,190,6,28.7353333333333,34.4373333333333,8.10888544718425,0,3.355,"0.004",49.919560970994,135.1156509331,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"24",24,147.624576,-6.107493,191,6,28.7353333333333,34.4373333333333,8.10888544718425,0,2.7,"0.003",50.3529162048781,140.115213486581,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"25",25,147.624576,-6.107493,192,6,28.7353333333333,34.4373333333333,8.10888544718425,0,2.744,"0.004",50.9220803830762,137.919457752365,"Pacific","Porites","Papua New Guinea,Huon Peninsula","Papua New Guinea","Huon Peninsula","3",3.81018320719401,2275.94360351563,1933.52962239584,1876.52933756511,203.83317565918
"26",26,-59.533924,13.034292,293,8,27.446,34.9243333333333,8.11440944671631,0,3.24,"0.02",8.52867302136937,145.014220872295,"Atlantic","Acropora","Barbados,South Barbados","Barbados","South Barbados","5",3.86980978647868,2302.37386067708,1953.26139322917,1894.58618164063,201.78276570638
"27",27,-59.533924,13.034292,294,8,27.446,34.9243333333333,8.11440944671631,0,3.19,"0.01",9.81998374286608,144.315557436885,"Atlantic","Acropora","Barbados,South Barbados","Barbados","South Barbados","5",3.86980978647868,2302.37386067708,1953.26139322917,1894.58618164063,201.78276570638
"28",28,-59.533924,13.034292,295,8,27.446,34.9243333333333,8.11440944671631,0,3.45,"0.02",11.1869729007798,140.25023407727,"Atlantic","Acropora","Barbados,South Barbados","Barbados","South Barbados","5",3.86980978647868,2302.37386067708,1953.26139322917,1894.58618164063,201.78276570638
